domain,bearing,class_name,meas_idx,src_mat,start,win_len
N15_M07_F04,KI16,KI16,6,N15_M07_F04_KI16_6.mat,127786,512
N15_M07_F04,KI16,KI16,7,N15_M07_F04_KI16_7.mat,127745,512
N15_M07_F04,KI16,KI16,8,N15_M07_F04_KI16_8.mat,127743,512
N15_M07_F04,KI16,KI16,9,N15_M07_F04_KI16_9.mat,127744,512
N15_M07_F04,KI16,KI16,10,N15_M07_F04_KI16_10.mat,127744,512
N15_M07_F04,KI16,KI16,11,N15_M07_F04_KI16_11.mat,127745,512
N15_M07_F04,KI16,KI16,12,N15_M07_F04_KI16_12.mat,128153,512
N15_M07_F04,KI16,KI16,13,N15_M07_F04_KI16_13.mat,127786,512
N15_M07_F04,KI16,KI16,14,N15_M07_F04_KI16_14.mat,127745,512
N15_M07_F04,KI16,KI16,15,N15_M07_F04_KI16_15.mat,127745,512
N15_M07_F04,KI16,KI16,16,N15_M07_F04_KI16_16.mat,143528,512
N15_M07_F04,KI16,KI16,17,N15_M07_F04_KI16_17.mat,128435,512
N15_M07_F04,KI16,KI16,18,N15_M07_F04_KI16_18.mat,129923,512
N15_M07_F04,KI16,KI16,19,N15_M07_F04_KI16_19.mat,127744,512
N15_M07_F04,KI16,KI16,20,N15_M07_F04_KI16_20.mat,127744,512
N15_M07_F04,KI14,KI14,1,N15_M07_F04_KI14_1.mat,127745,512
N15_M07_F04,KI14,KI14,2,N15_M07_F04_KI14_2.mat,127744,512
N15_M07_F04,KI14,KI14,3,N15_M07_F04_KI14_3.mat,136183,512
N15_M07_F04,KI14,KI14,4,N15_M07_F04_KI14_4.mat,127786,512
N15_M07_F04,KI14,KI14,5,N15_M07_F04_KI14_5.mat,127745,512
N15_M07_F04,KI14,KI14,6,N15_M07_F04_KI14_6.mat,127748,512
N15_M07_F04,KI14,KI14,7,N15_M07_F04_KI14_7.mat,127744,512
N15_M07_F04,KI14,KI14,8,N15_M07_F04_KI14_8.mat,127747,512
N15_M07_F04,KI14,KI14,9,N15_M07_F04_KI14_9.mat,128105,512
N15_M07_F04,KI14,KI14,10,N15_M07_F04_KI14_10.mat,127744,512
N15_M07_F04,KI14,KI14,11,N15_M07_F04_KI14_11.mat,127786,512
N15_M07_F04,KI14,KI14,12,N15_M07_F04_KI14_12.mat,128302,512
N15_M07_F04,KI14,KI14,13,N15_M07_F04_KI14_13.mat,127744,512
N15_M07_F04,KI14,KI14,14,N15_M07_F04_KI14_14.mat,127744,512
N15_M07_F04,KI14,KI14,15,N15_M07_F04_KI14_15.mat,127788,512
N15_M07_F04,KI14,KI14,16,N15_M07_F04_KI14_16.mat,127786,512
N15_M07_F04,KI14,KI14,17,N15_M07_F04_KI14_17.mat,127744,512
N15_M07_F04,KI14,KI14,18,N15_M07_F04_KI14_18.mat,127744,512
N15_M07_F04,KI14,KI14,19,N15_M07_F04_KI14_19.mat,127750,512
N15_M07_F04,KI14,KI14,20,N15_M07_F04_KI14_20.mat,127744,512
N15_M07_F04,KI05,KI05,1,N15_M07_F04_KI05_1.mat,127786,512
N15_M07_F04,KI05,KI05,2,N15_M07_F04_KI05_2.mat,137218,512
N15_M07_F04,KI05,KI05,3,N15_M07_F04_KI05_3.mat,127744,512
N15_M07_F04,KI05,KI05,4,N15_M07_F04_KI05_4.mat,127791,512
N15_M07_F04,KI05,KI05,5,N15_M07_F04_KI05_5.mat,127745,512
N15_M07_F04,KI05,KI05,6,N15_M07_F04_KI05_6.mat,127744,512
N15_M07_F04,KI05,KI05,7,N15_M07_F04_KI05_7.mat,137920,512
N15_M07_F04,KI05,KI05,8,N15_M07_F04_KI05_8.mat,131184,512
N15_M07_F04,KI05,KI05,9,N15_M07_F04_KI05_9.mat,134478,512
N15_M07_F04,KI05,KI05,10,N15_M07_F04_KI05_10.mat,127788,512
N15_M07_F04,KI05,KI05,11,N15_M07_F04_KI05_11.mat,127781,512
N15_M07_F04,KI05,KI05,12,N15_M07_F04_KI05_12.mat,130980,512
N15_M07_F04,KI05,KI05,13,N15_M07_F04_KI05_13.mat,127744,512
N15_M07_F04,KI05,KI05,14,N15_M07_F04_KI05_14.mat,127744,512
N15_M07_F04,KI05,KI05,15,N15_M07_F04_KI05_15.mat,127784,512
N15_M07_F04,KI05,KI05,16,N15_M07_F04_KI05_16.mat,127744,512
N15_M07_F04,KI05,KI05,17,N15_M07_F04_KI05_17.mat,127744,512
N15_M07_F04,KI05,KI05,18,N15_M07_F04_KI05_18.mat,127744,512
N15_M07_F04,KI05,KI05,19,N15_M07_F04_KI05_19.mat,127797,512
N15_M07_F04,KI05,KI05,20,N15_M07_F04_KI05_20.mat,127744,512
N15_M07_F04,KI07,KI07,1,N15_M07_F04_KI07_1.mat,127747,512
N15_M07_F04,KI07,KI07,2,N15_M07_F04_KI07_2.mat,128912,512
N15_M07_F04,KI07,KI07,3,N15_M07_F04_KI07_3.mat,127744,512
N15_M07_F04,KI07,KI07,4,N15_M07_F04_KI07_4.mat,127745,512
N15_M07_F04,KI07,KI07,5,N15_M07_F04_KI07_5.mat,127744,512
N15_M07_F04,KI07,KI07,6,N15_M07_F04_KI07_6.mat,127744,512
N15_M07_F04,KI07,KI07,7,N15_M07_F04_KI07_7.mat,127744,512
N15_M07_F04,KI07,KI07,8,N15_M07_F04_KI07_8.mat,127744,512
N15_M07_F04,KI07,KI07,9,N15_M07_F04_KI07_9.mat,127745,512
N15_M07_F04,KI07,KI07,10,N15_M07_F04_KI07_10.mat,127745,512
N15_M07_F04,KI07,KI07,11,N15_M07_F04_KI07_11.mat,127744,512
N15_M07_F04,KI07,KI07,12,N15_M07_F04_KI07_12.mat,127744,512
N15_M07_F04,KI07,KI07,13,N15_M07_F04_KI07_13.mat,127744,512
N15_M07_F04,KI07,KI07,14,N15_M07_F04_KI07_14.mat,127745,512
N15_M07_F04,KI07,KI07,15,N15_M07_F04_KI07_15.mat,127744,512
N15_M07_F04,KI07,KI07,16,N15_M07_F04_KI07_16.mat,127744,512
N15_M07_F04,KI07,KI07,17,N15_M07_F04_KI07_17.mat,127745,512
N15_M07_F04,KI07,KI07,18,N15_M07_F04_KI07_18.mat,127745,512
N15_M07_F04,KI07,KI07,19,N15_M07_F04_KI07_19.mat,127744,512
N15_M07_F04,KI07,KI07,20,N15_M07_F04_KI07_20.mat,127745,512
N15_M07_F04,KA15,KA15,1,N15_M07_F04_KA15_1.mat,127746,512
N15_M07_F04,KA15,KA15,2,N15_M07_F04_KA15_2.mat,127745,512
N15_M07_F04,KA15,KA15,3,N15_M07_F04_KA15_3.mat,127744,512
N15_M07_F04,KA15,KA15,4,N15_M07_F04_KA15_4.mat,127744,512
N15_M07_F04,KA15,KA15,5,N15_M07_F04_KA15_5.mat,127745,512
N15_M07_F04,KA15,KA15,6,N15_M07_F04_KA15_6.mat,138813,512
N15_M07_F04,KA15,KA15,7,N15_M07_F04_KA15_7.mat,127744,512
N15_M07_F04,KA15,KA15,8,N15_M07_F04_KA15_8.mat,127744,512
N15_M07_F04,KA15,KA15,9,N15_M07_F04_KA15_9.mat,127744,512
N15_M07_F04,KA15,KA15,10,N15_M07_F04_KA15_10.mat,127744,512
N15_M07_F04,KA15,KA15,11,N15_M07_F04_KA15_11.mat,127744,512
N15_M07_F04,KA15,KA15,12,N15_M07_F04_KA15_12.mat,127744,512
N15_M07_F04,KA15,KA15,13,N15_M07_F04_KA15_13.mat,127744,512
N15_M07_F04,KA15,KA15,14,N15_M07_F04_KA15_14.mat,127745,512
N15_M07_F04,KA15,KA15,15,N15_M07_F04_KA15_15.mat,127744,512
N15_M07_F04,KA15,KA15,16,N15_M07_F04_KA15_16.mat,127744,512
N15_M07_F04,KA15,KA15,17,N15_M07_F04_KA15_17.mat,127744,512
N15_M07_F04,KA15,KA15,18,N15_M07_F04_KA15_18.mat,127744,512
N15_M07_F04,KA15,KA15,19,N15_M07_F04_KA15_19.mat,127744,512
N15_M07_F04,KA15,KA15,20,N15_M07_F04_KA15_20.mat,127744,512
N15_M07_F04,KI08,KI08,1,N15_M07_F04_KI08_1.mat,127922,512
N15_M07_F04,KI08,KI08,2,N15_M07_F04_KI08_2.mat,127745,512
N15_M07_F04,KI08,KI08,3,N15_M07_F04_KI08_3.mat,127744,512
N15_M07_F04,KI08,KI08,4,N15_M07_F04_KI08_4.mat,139004,512
N15_M07_F04,KI08,KI08,5,N15_M07_F04_KI08_5.mat,127744,512
N15_M07_F04,KI08,KI08,6,N15_M07_F04_KI08_6.mat,127744,512
N15_M07_F04,KI08,KI08,7,N15_M07_F04_KI08_7.mat,127744,512
N15_M07_F04,KI08,KI08,8,N15_M07_F04_KI08_8.mat,127744,512
N15_M07_F04,KI08,KI08,9,N15_M07_F04_KI08_9.mat,127744,512
N15_M07_F04,KI08,KI08,10,N15_M07_F04_KI08_10.mat,127744,512
N15_M07_F04,KI08,KI08,11,N15_M07_F04_KI08_11.mat,127744,512
N15_M07_F04,KI08,KI08,12,N15_M07_F04_KI08_12.mat,127744,512
N15_M07_F04,KI08,KI08,13,N15_M07_F04_KI08_13.mat,127742,512
N15_M07_F04,KI08,KI08,14,N15_M07_F04_KI08_14.mat,127744,512
N15_M07_F04,KI08,KI08,15,N15_M07_F04_KI08_15.mat,127744,512
N15_M07_F04,KI08,KI08,16,N15_M07_F04_KI08_16.mat,127744,512
N15_M07_F04,KI08,KI08,17,N15_M07_F04_KI08_17.mat,127745,512
N15_M07_F04,KI08,KI08,18,N15_M07_F04_KI08_18.mat,127744,512
N15_M07_F04,KI08,KI08,19,N15_M07_F04_KI08_19.mat,127745,512
N15_M07_F04,KI08,KI08,20,N15_M07_F04_KI08_20.mat,127744,512
N15_M07_F04,KI21,KI21,1,N15_M07_F04_KI21_1.mat,127744,512
N15_M07_F04,KI21,KI21,2,N15_M07_F04_KI21_2.mat,127744,512
N15_M07_F04,KI21,KI21,3,N15_M07_F04_KI21_3.mat,127746,512
N15_M07_F04,KI21,KI21,4,N15_M07_F04_KI21_4.mat,127744,512
N15_M07_F04,KI21,KI21,5,N15_M07_F04_KI21_5.mat,127744,512
N15_M07_F04,KI21,KI21,6,N15_M07_F04_KI21_6.mat,128474,512
N15_M07_F04,KI21,KI21,7,N15_M07_F04_KI21_7.mat,127787,512
N15_M07_F04,KI21,KI21,8,N15_M07_F04_KI21_8.mat,127744,512
N15_M07_F04,KI21,KI21,9,N15_M07_F04_KI21_9.mat,127792,512
N15_M07_F04,KI21,KI21,10,N15_M07_F04_KI21_10.mat,127744,512
N15_M07_F04,KI21,KI21,11,N15_M07_F04_KI21_11.mat,127744,512
N15_M07_F04,KI21,KI21,12,N15_M07_F04_KI21_12.mat,127744,512
N15_M07_F04,KI21,KI21,13,N15_M07_F04_KI21_13.mat,127744,512
N15_M07_F04,KI21,KI21,14,N15_M07_F04_KI21_14.mat,127744,512
N15_M07_F04,KI21,KI21,15,N15_M07_F04_KI21_15.mat,127744,512
N15_M07_F04,KI21,KI21,16,N15_M07_F04_KI21_16.mat,128625,512
N15_M07_F04,KI21,KI21,17,N15_M07_F04_KI21_17.mat,127746,512
N15_M07_F04,KI21,KI21,18,N15_M07_F04_KI21_18.mat,127745,512
N15_M07_F04,KI21,KI21,19,N15_M07_F04_KI21_19.mat,127744,512
N15_M07_F04,KI21,KI21,20,N15_M07_F04_KI21_20.mat,127744,512
